2026-01-22T14:3,101.08,103120
2026-01-22T14:4,102.49,53864
2026-01-22T14:5,102.04,49964
2026-01-22T15:0,102.71,49112
2026-01-22T15:1,102.69,60908
2026-01-22T15:2,103.545,36967
2026-01-22T15:3,104.04,59983
2026-01-22T15:4,104.19,42875
2026-01-22T15:5,104.18,31493
2026-01-22T16:0,104.73,46146
2026-01-22T16:1,104.905,82645
2026-01-22T16:2,105.205,56283
2026-01-22T16:3,104.99,45795
2026-01-22T16:4,105.04,20911
2026-01-22T16:5,104.98,13767
2026-01-22T17:0,104.79,30627
2026-01-22T17:1,104.815,13346
2026-01-22T17:2,104.985,17133
2026-01-22T17:3,105.09,33833
2026-01-22T17:4,105.5,33344
2026-01-22T17:5,105.77,26449
2026-01-22T18:0,105.645,26707
2026-01-22T18:1,105.43,51686
2026-01-22T18:2,105.48,34975
2026-01-22T18:3,105.44,21636
2026-01-22T18:4,105.52,13997
2026-01-22T18:5,105.57,14276
2026-01-22T19:0,105.42,24340
2026-01-22T19:1,105.55,17951
2026-01-22T19:2,105.525,23826
2026-01-22T19:3,105.22,21399
2026-01-22T19:4,104.87,33942
2026-01-22T19:5,104.72,19098
2026-01-22T20:0,104.84,14394
2026-01-22T20:1,105.01,34462
2026-01-22T20:2,105.205,56883
2026-01-22T20:3,105.27,65076
2026-01-22T20:4,104.97,96141
2026-01-22T20:5,105.255,293789
2026-01-23T14:3,105.48,49776
2026-01-23T14:4,105.41,40422
2026-01-23T14:5,106.18,24227
2026-01-23T15:0,106.07,20996
2026-01-23T15:1,106.525,22263
2026-01-23T15:2,106.415,18628
2026-01-23T15:3,106.45,27314
2026-01-23T15:4,106.32,16189
2026-01-23T15:5,106.51,32803
2026-01-23T16:0,106.145,17091
2026-01-23T16:1,106.535,19216
2026-01-23T16:2,106.43,15430
2026-01-23T16:3,106.66,22985
2026-01-23T16:4,106.32,10853
2026-01-23T16:5,106.19,31603
2026-01-23T17:0,106.195,14288
2026-01-23T17:1,106.25,12178
2026-01-23T17:2,106.31,15876
2026-01-23T17:3,106.2,18860
2026-01-23T17:4,106.31,14008
2026-01-23T17:5,106.19,23712
2026-01-23T18:0,105.58,13685
2026-01-23T18:1,106.08,9109
2026-01-23T18:2,106.11,8061
2026-01-23T18:3,106.09,14472
2026-01-23T18:4,106.005,9510
2026-01-23T18:5,105.62,8072
2026-01-23T19:0,105.96,11519
2026-01-23T19:1,106.38,2695
2026-01-23T19:2,106.43,8233
2026-01-23T19:3,106.45,7653
2026-01-23T19:4,106.37,7028
2026-01-23T19:5,106.73,19891
2026-01-23T20:0,107.23,25887
2026-01-23T20:1,107.13,31394
2026-01-23T20:2,107.48,24516
2026-01-23T20:3,107.26,76904
2026-01-23T20:4,107.47,36457
2026-01-23T20:5,107.32,267520
2026-01-26T14:3,110.69,50132
2026-01-26T14:4,110.73,75614
2026-01-26T14:5,111.375,89346
2026-01-26T15:0,111.82,78308
2026-01-26T15:1,112.32,39931
2026-01-26T15:2,111.87,48214
2026-01-26T15:3,111.75,92254
2026-01-26T15:4,110.67,39892
2026-01-26T15:5,111.17,35515
2026-01-26T16:0,111.4,38020
2026-01-26T16:1,111.73,42655
2026-01-26T16:2,111.91,51691
2026-01-26T16:3,111.46,59745
2026-01-26T16:4,110.945,71735
2026-01-26T16:5,111.74,38440
2026-01-26T17:0,112.13,36698
2026-01-26T17:1,111.83,48719
2026-01-26T17:2,112.4,30363
2026-01-26T17:3,112.025,29424
2026-01-26T17:4,111.885,29466
2026-01-26T17:5,112,30368
2026-01-26T18:0,111.43,39122
2026-01-26T18:1,111.07,39283
2026-01-26T18:2,111.18,36353
2026-01-26T18:3,110.84,53399
2026-01-26T18:4,110.115,61529
2026-01-26T18:5,110.74,37358
2026-01-26T19:0,110.29,69180
2026-01-26T19:1,109.625,55890
2026-01-26T19:2,109.15,88347
2026-01-26T19:3,108.735,46825
2026-01-26T19:4,108.78,67319
2026-01-26T19:5,108.18,53151
2026-01-26T20:0,108.315,40688
2026-01-26T20:1,108.36,58672
2026-01-26T20:2,108.25,91234
2026-01-26T20:3,108.08,79586
2026-01-26T20:4,107.85,76052
2026-01-26T20:5,107.92,325571
2026-01-27T14:3,107.85,61500
2026-01-27T14:4,107.29,96221
2026-01-27T14:5,106.97,81304
2026-01-27T15:0,105.33,108153
2026-01-27T15:1,104.98,116070
2026-01-27T15:2,105.14,30182
2026-01-27T15:3,104.685,82739
2026-01-27T15:4,105.96,37839
2026-01-27T15:5,106.44,50137
2026-01-27T16:0,106.585,38692
2026-01-27T16:1,106.65,69024
2026-01-27T16:2,107.23,33942
2026-01-27T16:3,106.96,52789
2026-01-27T16:4,106.44,56904
2026-01-27T16:5,106.33,25562
2026-01-27T17:0,106.27,47377
2026-01-27T17:1,106.27,28370
2026-01-27T17:2,106.29,25175
2026-01-27T17:3,106.68,31179
2026-01-27T17:4,106.69,30170
2026-01-27T17:5,106.77,26218
2026-01-27T18:0,106.835,20655
2026-01-27T18:1,106.785,28693
2026-01-27T18:2,106.73,20989
2026-01-27T18:3,106.92,18285
2026-01-27T18:4,106.98,12936
2026-01-27T18:5,107.095,25535
2026-01-27T19:0,106.9,18514
2026-01-27T19:1,106.92,18294
2026-01-27T19:2,107.05,18310
2026-01-27T19:3,107.175,27502
2026-01-27T19:4,107.3,13894
2026-01-27T19:5,107.37,42500
2026-01-27T20:0,107.58,50512
2026-01-27T20:1,108.165,59486
2026-01-27T20:2,108.295,54661
2026-01-27T20:3,108.215,51914
2026-01-27T20:4,108.28,63087
2026-01-27T20:5,108.47,242519
2026-01-28T14:3,110.345,74047
2026-01-28T14:4,111.29,70993
2026-01-28T14:5,110.96,50760
2026-01-28T15:0,111.35,90814
2026-01-28T15:1,109.66,53215
2026-01-28T15:2,110,40789
2026-01-28T15:3,109.73,37243
2026-01-28T15:4,110.06,47886
2026-01-28T15:5,110.15,38448
2026-01-28T16:0,109.62,56296
2026-01-28T16:1,110.37,35178
2026-01-28T16:2,110.59,27678
2026-01-28T16:3,110.72,27838
2026-01-28T16:4,110.53,21107
2026-01-28T16:5,110.84,23756
2026-01-28T17:0,111.21,44081
2026-01-28T17:1,111.04,18563
2026-01-28T17:2,110.93,17684
2026-01-28T17:3,111.11,12567
2026-01-28T17:4,110.78,14191
2026-01-28T17:5,110.9,17381
2026-01-28T18:0,110.67,17830
2026-01-28T18:1,110.91,17882
2026-01-28T18:2,110.98,25622
2026-01-28T18:3,110.55,77680
2026-01-28T18:4,109.805,29106
2026-01-28T18:5,109.76,33148
2026-01-28T19:0,109.81,83574
2026-01-28T19:1,109.65,38385
2026-01-28T19:2,110.37,25847
2026-01-28T19:3,109.61,79613
2026-01-28T19:4,110.38,52032
2026-01-28T19:5,110.89,83294
2026-01-28T20:0,110.5,53739
2026-01-28T20:1,111.06,39205
2026-01-28T20:2,111.2,50685
2026-01-28T20:3,111.43,58392
2026-01-28T20:4,111.895,73375
2026-01-28T20:5,111.89,220968
2026-01-29T14:3,113.29,88652
2026-01-29T14:4,112.62,97007
2026-01-29T14:5,112.09,69519
2026-01-29T15:0,111.01,105983
2026-01-29T15:1,109.48,136074
2026-01-29T15:2,108.35,163233
2026-01-29T15:3,106.475,148287
2026-01-29T15:4,105.865,91545
2026-01-29T15:5,105.54,141477
2026-01-29T16:0,104.84,185496
2026-01-29T16:1,105.67,122398
2026-01-29T16:2,107.16,63035
2026-01-29T16:3,106.55,113199
2026-01-29T16:4,106.075,96482
2026-01-29T16:5,106.34,63605
2026-01-29T17:0,105.62,76268
2026-01-29T17:1,106.09,103829
2026-01-29T17:2,106.58,117900
2026-01-29T17:3,106.86,104165
2026-01-29T17:4,107.61,79582
2026-01-29T17:5,107.26,76554
2026-01-29T18:0,106.51,67487
2026-01-29T18:1,106.89,63840
2026-01-29T18:2,107.17,71058
2026-01-29T18:3,106.55,66324
2026-01-29T18:4,106.98,45370
2026-01-29T18:5,107.28,50624
2026-01-29T19:0,106.63,64847
2026-01-29T19:1,106.8,72448
2026-01-29T19:2,106.78,60115
2026-01-29T19:3,107.06,76127
2026-01-29T19:4,106.54,44670
2026-01-29T19:5,106.7,56750
2026-01-29T20:0,106.1,68738
2026-01-29T20:1,106.25,45277
2026-01-29T20:2,106.36,101494
2026-01-29T20:3,105.83,126653
2026-01-29T20:4,106.29,113745
2026-01-29T20:5,106.43,423808
2026-01-30T14:3,98.87,130927
2026-01-30T14:4,101.26,106893
2026-01-30T14:5,100.93,100207
2026-01-30T15:0,99.77,150678
2026-01-30T15:1,100.17,73260
