2026-01-22T14:3,249.11,105702
2026-01-22T14:4,249.98,140690
2026-01-22T14:5,248.5,96669
2026-01-22T15:0,249.94,66212
2026-01-22T15:1,249.815,18955
2026-01-22T15:2,249.85,20753
2026-01-22T15:3,250.105,24834
2026-01-22T15:4,249.74,44664
2026-01-22T15:5,249.38,42362
2026-01-22T16:0,249.08,40283
2026-01-22T16:1,249.72,51628
2026-01-22T16:2,249.54,28001
2026-01-22T16:3,249.71,13970
2026-01-22T16:4,249.64,14675
2026-01-22T16:5,249.76,13506
2026-01-22T17:0,249.58,14468
2026-01-22T17:1,249.7,14183
2026-01-22T17:2,249.72,18017
2026-01-22T17:3,249.75,19154
2026-01-22T17:4,250.2,18458
2026-01-22T17:5,250.13,13173
2026-01-22T18:0,250.11,19403
2026-01-22T18:1,250.14,15913
2026-01-22T18:2,250.12,15967
2026-01-22T18:3,250.64,26316
2026-01-22T18:4,250.185,6932
2026-01-22T18:5,250.275,13154
2026-01-22T19:0,250.22,12739
2026-01-22T19:1,250.71,16065
2026-01-22T19:2,250.695,15460
2026-01-22T19:3,250.54,21640
2026-01-22T19:4,249.93,30227
2026-01-22T19:5,249.245,29322
2026-01-22T20:0,248.85,28974
2026-01-22T20:1,249.055,19293
2026-01-22T20:2,248.99,29836
2026-01-22T20:3,248.34,16871
2026-01-22T20:4,248.55,23872
2026-01-22T20:5,248.78,162529
2026-01-23T14:3,246.99,118156
2026-01-23T14:4,245.47,78263
2026-01-23T14:5,244.705,53541
2026-01-23T15:0,245.97,33227
2026-01-23T15:1,246.225,24213
2026-01-23T15:2,245.87,31912
2026-01-23T15:3,247.02,28842
2026-01-23T15:4,248.17,41545
2026-01-23T15:5,248.55,42924
2026-01-23T16:0,249.12,19463
2026-01-23T16:1,249.19,20353
2026-01-23T16:2,248.67,29320
2026-01-23T16:3,248.45,22455
2026-01-23T16:4,248.635,19739
2026-01-23T16:5,248.43,24102
2026-01-23T17:0,248.23,21994
2026-01-23T17:1,248.19,16297
2026-01-23T17:2,248.29,18282
2026-01-23T17:3,248.71,12472
2026-01-23T17:4,248.61,25855
2026-01-23T17:5,247.97,20939
2026-01-23T18:0,247.785,16517
2026-01-23T18:1,247.98,18450
2026-01-23T18:2,248.045,15562
2026-01-23T18:3,247.97,17306
2026-01-23T18:4,247.68,13502
2026-01-23T18:5,247.145,17732
2026-01-23T19:0,247.53,53680
2026-01-23T19:1,247.58,33359
2026-01-23T19:2,247.685,24148
2026-01-23T19:3,247.465,22586
2026-01-23T19:4,247.73,13397
2026-01-23T19:5,248.03,13153
2026-01-23T20:0,248.19,9253
2026-01-23T20:1,247.98,17462
2026-01-23T20:2,248.31,21735
2026-01-23T20:3,248.19,17863
2026-01-23T20:4,248.195,28108
2026-01-23T20:5,248.76,113337
2026-01-26T14:3,251.31,111923
2026-01-26T14:4,252.66,107478
2026-01-26T14:5,252.9,60194
2026-01-26T15:0,252.76,75048
2026-01-26T15:1,253.69,59798
2026-01-26T15:2,254.48,53683
2026-01-26T15:3,254.05,62422
