287.59,2300
289.33,9106
286.25,16804
287.16,20819
288.11,4808
291.73,14015
292.3,35604
288.2,35599
285.7,31210
285.35,14489
289.09,4744
288.9,10094
289.58,11347
289.41,14339
287.93,12570
288.45,19041
286.88,34713
283.81,51904
284.57,17816
285.02,10798
290.23,25528
294.21,26520
292.99,17005
294.4,10272
294.99,21120
295.79,12886
298.26,15231
299.23,19289
299.13,12134
299.53,6344
300.58,4354
301.48,8181
301.13,4593
300.98,3863
301.34,4849
302.93,11628
303.88,5578
304.56,13101
299.68,4556
300.52,3777
299.78,2431
300.59,4265
299.57,9046
299.15,12142
300.65,7841
299.84,8917
294.93,8941
297.55,4206
301.01,10775
301.07,11800
302.32,7263
303.67,10299
303.55,9510
303.32,9452
303.53,3360
303.97,8400
303.66,11397
304.13,5148
307.48,4550
307.86,4904
307.39,6201
307.33,1677
306.86,2481
306.89,3393
306.83,6730
307.11,14513
308.23,9359
308.75,8888
309.59,12246
309.18,6752
308.59,5709
308.51,5093
310.96,21500
310.29,10342
312.09,8638
311.98,5828
313.63,1626
313.53,5060
312.44,4334
312.51,2103
310.47,5275
309.91,6259
312.35,3950
312.82,6665
312.49,20556
309.58,13011
312.13,4698
312.68,7909
313.12,7094
312.4,14195
311.69,3169
311.85,4526
311.1,3100
311.1,14247
310.53,14148
311.88,18682
310.55,11187
310.71,7860
313.59,10990
313.55,13337
310.86,23381
312.21,24379
313.4,18254
314.72,12587
314.4,8196
315.59,4372
318.85,4886
318.87,18671
321.84,6998
320.39,15120
314,32778
314.92,14206
312.07,46122
310.59,16076
313.64,16564
311.96,10087
315.08,14262
316.03,15998
314.69,6752
314.79,5749
314.88,4688
314.9,12853
308.68,9261
311.02,23794
313.15,8519
313.76,4693
315.99,9099
315.06,8118
316.87,3579
316.86,3524
316.47,6279
316.02,4154
316.19,3177
315.56,3339
317.23,6556
316.7,6050
318.32,4370
318.4,5596
318.8,2713
318.27,4567
319.08,5522
318.29,5800
318.48,7480
318.85,4838
319.77,5290
319.7,4030
319.39,27600
318.42,23044
317.73,5180
318.89,8465
319.1,5142
318.15,4927
317.7,8245
318.42,8048
316.89,10606
316.86,6046
315.99,7698
315.22,15045
315.25,3530
316.2,4275
315.77,5388
313.14,20008
311.28,20577
311.53,14674
306.83,17901
308,13474
311.58,11889
312.22,10889
312.29,5967
312.39,11730
312.76,8193
312.56,10190
314.34,9063
315.26,24028
316.93,10337
317.3,14210
315.8,7805
315.73,8179
316.87,6894
316.18,4803
317.13,5966
317.51,6962
318.41,6852
318.68,5850
319.5,6417
320.6,14094
317,13168
317.99,5016
318.07,4387
319.41,8969
315.05,4027
316.8,6742
320.57,2866
321.16,4078
322.11,6268
322.36,2589
321.76,8140
321.78,5791
321.93,2702
321.89,7149
322.01,3752
321.22,3512
321.5,4802
320.84,17521
312.58,15589
311.84,36897
318.13,12436
318.79,5398
320.38,1827
320.4,7710
320.6,11969
321.39,12233
322.96,9836
323.09,15094
322.85,8666
323.75,6289
323.18,5082
322.19,14678
322.9,3612
321.97,10227
323.91,2724
323.97,7333
322.81,3693
322.11,6186
323.27,6959
322.04,4442
321.48,4430
323.03,2564
321.36,8976
321.41,7959
322.51,4369
322.72,8758
324.49,5825
324.64,17237
323.67,4141
324.01,9071
324.85,5647
325.3,8853
327.01,3881
327.16,6215
326.15,1540
326.92,5317
327.67,3298
327.81,5462
326.62,7346
327.66,8135
325.9,13500
325.05,11180
325.86,5388
325.92,19066
321.91,20166
321.58,14523
323.52,9528
324.27,8767
326.68,12190
