149.42,13146
147.15,8998
153.36,8223
153.93,8491
148.19,7684
148.05,14220
151.31,5187
151.64,6582
147.94,7310
147.26,7660
147.27,3916
147.53,7939
152.29,6623
151.72,10395
149.39,2220
150.7,4989
149.08,5753
150.66,3875
150.65,7132
151.08,14392
155.58,19598
158.7,18752
156.25,4118
157.88,35193
162.57,8369
161.61,17377
159.57,7969
159.71,14774
158.79,2000
158.37,5924
160.47,2700
163.09,11695
161.26,11391
159.97,6943
163.83,13353
166.1,10151
164.88,8871
165.15,23834
160.42,5547
160.16,6915
158.8,7860
159.24,8487
159.12,6952
159.29,4423
155.27,5403
157.6,14996
156.31,6066
154.88,11682
153.17,22774
153.18,28477
151.71,10740
150.64,32196
152.76,12962
153.51,21008
151.93,5298
153.19,6058
154.73,5758
155.84,11496
156.21,13015
156.59,14235
159.1,12965
158.64,26359
160.33,7153
160.06,8460
158.66,6540
158.21,10853
157.95,4632
158.08,16326
162.21,7684
161.74,15698
162.32,10739
161.1,3939
158.28,4336
159.17,11020
158.49,10081
161.11,9807
155.87,6017
158.09,15520
163.89,7172
164.57,13830
179.9,79726
177.75,41485
174.95,11027
174.38,8224
174.96,12029
173.3,14648
178.71,23444
173.82,16611
173.44,19506
171.17,31897
164.66,22293
168.33,22173
176.14,13170
176.58,11667
181.52,18345
179.72,28639
180.58,11482
181.51,18081
178.22,14423
178.4,14263
181.42,21429
183.43,25536
181.17,19148
175.9,13482
182.14,11126
182.6,9490
197.34,51210
191.64,15967
191.78,12009
194.72,13574
195.5,24178
196.14,10202
194.47,12824
193.1,9431
198.25,22434
195.7,15157
208.28,52525
206.06,33516
210.09,32381
212.74,17616
214.43,20838
218.08,17900
226.3,45795
223.93,33488
221.29,25610
218.51,10707
221.15,33296
221.93,26962
226.06,14114
222.43,14930
211.24,43651
212.53,18828
206.55,27650
201.6,24102
207.88,13487
207.76,8826
203.18,16154
200.99,13770
204.73,17076
206.79,24991
214.68,16773
216.61,14202
214.68,6639
214.98,14009
226.07,28049
224.41,29716
218.54,9608
220.19,12946
222.95,14358
224.11,8453
228.48,21808
226.47,18447
221.54,5404
222.77,8298
224.63,4945
227.27,15424
233.4,11119
229.38,10492
228.4,6098
229.58,15140
226.27,13144
226.09,23516
223.24,25928
227.18,14778
232.59,16741
231.52,10523
233.21,9114
232.58,10466
217.69,52086
212.13,27738
219.4,9998
217.93,12616
220.79,15767
221.63,51225
214.13,9292
218.34,19833
213.08,13783
212.33,23267
202.19,37085
201.5,32153
203.36,9273
205.98,4806
210.81,8287
212.87,13617
217.3,22038
218.1,6226
216.02,5071
215.81,10501
210.76,4860
210.38,8910
207,8587
204.51,12271
207.08,4757
207.35,7988
210.43,22413
208.71,13386
202.36,9194
205.93,15415
202.53,7224
203.79,8832
211.27,21300
210.79,17414
204.57,10132
209.21,11079
212.87,3119
210.91,7181
205.79,21448
202.5,26843
206.07,12818
203.73,13194
204.14,6714
205.91,9701
210.1,9683
212.04,8413
216.3,15373
218.83,16549
218.59,7403
217.35,10982
222.52,13129
224.13,14925
225.42,14168
222.42,12499
223.93,6842
220.25,14328
220.4,5431
220.57,4135
222.18,9264
219.3,9585
219.3,0
219.3,0
225.79,27058
223.56,29197
219.61,16542
220.76,18374
225.35,21827
231.55,45266
233.63,10413
233.1,56115
240.5,11328
241.49,19009
239.47,29453
245.57,34782
248.2,7471
246.17,26821
254.89,21500
259.93,39321
259.63,9252
255.88,10376
259.05,16121
263.12,7276
257.86,16713
257.03,11667
257.33,18762
253.64,34341
253.51,28795
256.98,18987
258.99,20277
260.34,14069
251.48,7911
256.33,7563
255.31,7245
257.89,25227
259.44,4638
257.68,6747
259.08,6123
259.01,18464
262.31,16422
264.54,15199
272.98,42335
270.31,52680
269.09,36171
258.64,46643
256.44,15550
257.5,10126
251.89,38306
251.89,0
257.86,15284
261.01,20496
260.72,15043
252.62,29103
259.73,12191
254.9,15268
249.25,20951
247.03,101633
245.23,45300
237.2,39289
230.02,19783
237.5,13219
244.63,14624
246.81,19689
247.86,13305
249.16,12022
250.61,4700
248.98,11031
244.61,9429
247.67,14922
242.26,11093
236.63,17363
233.18,26283
229.14,20487
222.21,32815
218.85,31088
224.95,29229
220.17,35578
214.49,62682
217.27,127051
208.35,63909
205.37,20962
210.69,10846
211.67,17940
214.85,8102
213.26,10635
212.22,11487
215.8,18624
215.97,15887
220.59,18481
222.88,8479
220.07,14315
217.32,5049
219.53,8483
222.89,6480
224.33,10796
224.35,10926
222.25,5577
222.24,29493
226.08,30842
233.06,31836
228.95,13536
230.97,12900
227.29,34631
217.91,15698
220.95,16366
224.64,14198
225.19,20299
216.5,18384
209.87,20729
219.97,35973
225.02,16463
231.31,14614
228.65,19181
231.73,5350
226.82,14941
221.96,4621
217.82,7306
217.35,7227
213.06,10584
214.2,9461
212.27,11184
209.37,14602
213.18,22626
201.13,27509
204.79,30949
194,10669
194,0
195.06,20136
194.91,41114
202.73,13504
200.06,24776
201.01,15121
194.68,15214
189.52,19793
190.99,18156
201.82,11992
206.88,24747
209.96,8731
211.45,15384
213.89,9676
210.87,13403
205.09,7457
205.99,13951
205.41,6431
205.69,8138
210.17,10643
209.61,14338
208.58,11866
212.83,28517
222.46,18570
223,16570
227.27,12098
229.29,7920
223.5,5478
223.36,35295
219.94,12961
217.51,16706
225.64,12201
227.51,22901
226.22,31029
229.45,48422
194.54,91028
192.29,106395
188.08,54133
179.52,63708
186.11,35456
180.91,37114
182.37,29363
178.21,57464
166.34,47806
169.23,74571
172.67,20263
178.1,21522
183.37,41246
185.46,23208
182.06,10408
177.93,25802
178.09,20846
179.82,21287
181.58,21417
176.05,21381
171.24,28065
168.96,27839
171.19,14804
166.69,25438
166.69,0
166.69,0
174.25,36717
177.01,32310
178.34,16173
175.57,21378
176.42,11800
177.29,22147
173.54,11799
167.5,32418
169.93,11405
170.31,8561
183.2,21214
179.64,16855
182.45,8023
185.61,11097
186.42,4075
187.32,30682
187.39,18176
187.77,11569
194.89,10699
195.08,58411
198.98,11263
198.63,18552
199.76,5154
200.79,18572
202.69,6144
205.29,22899
203.69,6018
201.99,10749
208.22,8235
211.11,22737
212.93,7037
211.14,11714
218.04,15346
214.2,15834
215.72,17133
212.65,13123
211.58,13156
212.61,14888
210.14,25234
