2026-01-22T14:3,118.32,14636
2026-01-22T14:4,119.33,9539
2026-01-22T14:5,118.86,12451
2026-01-22T15:0,119.6,21314
2026-01-22T15:1,119.26,9684
2026-01-22T15:2,120.35,15763
2026-01-22T15:3,120.77,10616
2026-01-22T15:4,121.09,6799
2026-01-22T15:5,121.12,6428
2026-01-22T16:0,121.44,20632
2026-01-22T16:1,121.93,21082
2026-01-22T16:2,122.32,16995
2026-01-22T16:3,122.23,5387
2026-01-22T16:4,122.295,1964
2026-01-22T16:5,122.415,2089
2026-01-22T17:0,122.07,9874
2026-01-22T17:1,122.16,2947
2026-01-22T17:2,122.22,4618
2026-01-22T17:3,122.25,6320
2026-01-22T17:4,122.91,3731
2026-01-22T17:5,122.91,10753
2026-01-22T18:0,122.56,12380
2026-01-22T18:1,122.69,3522
2026-01-22T18:2,122.7,4332
2026-01-22T18:3,122.49,5957
2026-01-22T18:4,122.61,3298
2026-01-22T18:5,122.325,4001
2026-01-22T19:0,122.525,3058
2026-01-22T19:1,122.67,2909
2026-01-22T19:2,122.67,5396
2026-01-22T19:3,122.325,5837
2026-01-22T19:4,121.72,4599
2026-01-22T19:5,121.665,3772
2026-01-22T20:0,121.5,4813
2026-01-22T20:1,121.62,4595
2026-01-22T20:2,121.76,6842
2026-01-22T20:3,121.64,6558
2026-01-22T20:4,121.53,11408
2026-01-22T20:5,121.8,34653
2026-01-23T14:3,122.815,7634
2026-01-23T14:4,122.485,15901
2026-01-23T14:5,123.27,12814
2026-01-23T15:0,123.68,5043
2026-01-23T15:1,124.05,5884
2026-01-23T15:2,123.835,5959
2026-01-23T15:3,123.79,17017
2026-01-23T15:4,123.85,4705
2026-01-23T15:5,123.61,6046
2026-01-23T16:0,123,5936
2026-01-23T16:1,123.4,6773
2026-01-23T16:2,123.44,12303
2026-01-23T16:3,123.855,6994
2026-01-23T16:4,123.72,5050
2026-01-23T16:5,123.52,6166
2026-01-23T17:0,123.215,6098
2026-01-23T17:1,123.31,2712
2026-01-23T17:2,123.39,7736
2026-01-23T17:3,123.24,3698
2026-01-23T17:4,122.98,1249
2026-01-23T17:5,123.11,7422
2026-01-23T18:0,122.66,3947
2026-01-23T18:1,122.98,4972
2026-01-23T18:2,123.04,6392
2026-01-23T18:3,123.27,8089
2026-01-23T18:4,123.22,6507
2026-01-23T18:5,122.96,2402
2026-01-23T19:0,123.12,3817
2026-01-23T19:1,123.545,2215
2026-01-23T19:2,123.58,1523
2026-01-23T19:3,123.49,5710
2026-01-23T19:4,123.53,2644
2026-01-23T19:5,123.72,6223
2026-01-23T20:0,124.03,7070
2026-01-23T20:1,123.96,7174
2026-01-23T20:2,124.31,6689
2026-01-23T20:3,124.45,16188
2026-01-23T20:4,124.51,8823
2026-01-23T20:5,124.47,27074
2026-01-26T14:3,127.49,18861
2026-01-26T14:4,126.88,18017
2026-01-26T14:5,127.88,25460
2026-01-26T15:0,128.23,22282
2026-01-26T15:1,128.815,22844
2026-01-26T15:2,128.05,10682
2026-01-26T15:3,127.885,20428
2026-01-26T15:4,126.515,6556
2026-01-26T15:5,127.145,10154
2026-01-26T16:0,127.525,18315
2026-01-26T16:1,128.16,12810
2026-01-26T16:2,128.905,10344
2026-01-26T16:3,127.77,9456
2026-01-26T16:4,127.7,6922
2026-01-26T16:5,128.09,5417
2026-01-26T17:0,128.71,9243
2026-01-26T17:1,128.33,3996
2026-01-26T17:2,128.83,4375
2026-01-26T17:3,128.665,3231
2026-01-26T17:4,128.935,2888
2026-01-26T17:5,128.98,4728
2026-01-26T18:0,128.62,3932
2026-01-26T18:1,128.11,4490
2026-01-26T18:2,127.96,4797
2026-01-26T18:3,127.86,9464
2026-01-26T18:4,127.38,13042
2026-01-26T18:5,128.005,4126
2026-01-26T19:0,127.4,17298
2026-01-26T19:1,127.025,12279
2026-01-26T19:2,126.68,14670
2026-01-26T19:3,126.6,16287
2026-01-26T19:4,126.7,27239
2026-01-26T19:5,126.37,16082
2026-01-26T20:0,126.27,14974
2026-01-26T20:1,126.45,15681
2026-01-26T20:2,126.3,20862
2026-01-26T20:3,126.35,24667
2026-01-26T20:4,126.28,22679
2026-01-26T20:5,125.8,55729
2026-01-27T14:3,124.68,29007
2026-01-27T14:4,125.05,9850
2026-01-27T14:5,124.585,12126
2026-01-27T15:0,123.11,15908
2026-01-27T15:1,122.44,14337
2026-01-27T15:2,122.58,9042
2026-01-27T15:3,122.58,17913
2026-01-27T15:4,123.92,7410
2026-01-27T15:5,124.54,8726
2026-01-27T16:0,124.905,6531
2026-01-27T16:1,124.81,12248
2026-01-27T16:2,125.19,10629
2026-01-27T16:3,125.52,9719
2026-01-27T16:4,125.08,15247
2026-01-27T16:5,125.22,6727
2026-01-27T17:0,125.26,4054
2026-01-27T17:1,125.29,3797
2026-01-27T17:2,125.41,4247
2026-01-27T17:3,125.805,9167
2026-01-27T17:4,125.61,2721
2026-01-27T17:5,125.73,3973
2026-01-27T18:0,125.76,13662
2026-01-27T18:1,125.35,5734
2026-01-27T18:2,125.51,8180
2026-01-27T18:3,125.595,6045
2026-01-27T18:4,125.58,22045
2026-01-27T18:5,125.68,29324
2026-01-27T19:0,125.045,6963
2026-01-27T19:1,125.085,4554
2026-01-27T19:2,124.925,4669
2026-01-27T19:3,124.985,4797
2026-01-27T19:4,125.08,1678
2026-01-27T19:5,125.23,3793
2026-01-27T20:0,125.41,7366
2026-01-27T20:1,125.94,10099
2026-01-27T20:2,126.18,6925
2026-01-27T20:3,126.2,13148
2026-01-27T20:4,126.43,14197
2026-01-27T20:5,126.51,26591
2026-01-28T14:3,129.095,24300
2026-01-28T14:4,130.37,14476
2026-01-28T14:5,130.19,12006
2026-01-28T15:0,130.77,16961
2026-01-28T15:1,129.3,6785
2026-01-28T15:2,129.2,8634
2026-01-28T15:3,128.89,6809
2026-01-28T15:4,129.245,3345
2026-01-28T15:5,129.61,6616
2026-01-28T16:0,129.01,6803
2026-01-28T16:1,129.85,9185
2026-01-28T16:2,130.225,4708
2026-01-28T16:3,130.34,6708
2026-01-28T16:4,130.09,2649
2026-01-28T16:5,130.69,4971
2026-01-28T17:0,130.98,9604
2026-01-28T17:1,130.85,8941
2026-01-28T17:2,130.85,4694
2026-01-28T17:3,130.945,8017
2026-01-28T17:4,131.14,8833
2026-01-28T17:5,131.27,3140
2026-01-28T18:0,130.82,5645
2026-01-28T18:1,131.51,7926
2026-01-28T18:2,131.48,4667
2026-01-28T18:3,130.67,19037
2026-01-28T18:4,130.025,11696
2026-01-28T18:5,129.545,8513
2026-01-28T19:0,130,9231
2026-01-28T19:1,129.54,7981
2026-01-28T19:2,130.34,6180
2026-01-28T19:3,129.66,22403
2026-01-28T19:4,131.03,4578
2026-01-28T19:5,131.31,6926
2026-01-28T20:0,130.705,5304
2026-01-28T20:1,131.38,4621
2026-01-28T20:2,131.365,5467
2026-01-28T20:3,131.725,4796
2026-01-28T20:4,131.92,12605
2026-01-28T20:5,132.09,31898
2026-01-29T14:3,133.61,21875
2026-01-29T14:4,133.9,14842
2026-01-29T14:5,133.405,9846
2026-01-29T15:0,131.86,27220
2026-01-29T15:1,130.91,21067
2026-01-29T15:2,129.46,38675
2026-01-29T15:3,127.21,34612
2026-01-29T15:4,125.49,11111
2026-01-29T15:5,124.84,15719
2026-01-29T16:0,123.99,19313
2026-01-29T16:1,124.18,19636
2026-01-29T16:2,126.13,12567
2026-01-29T16:3,125.03,9197
2026-01-29T16:4,125.16,10254
2026-01-29T16:5,125.5,7813
2026-01-29T17:0,124.575,8038
2026-01-29T17:1,125.095,4651
2026-01-29T17:2,125.52,6541
2026-01-29T17:3,125.52,5248
2026-01-29T17:4,126.49,7140
2026-01-29T17:5,126.605,7225
2026-01-29T18:0,125.42,1527
2026-01-29T18:1,126.16,2041
2026-01-29T18:2,126.75,4831
2026-01-29T18:3,125.8,5094
2026-01-29T18:4,126.88,4091
2026-01-29T18:5,127.355,2624
2026-01-29T19:0,126.48,7966
2026-01-29T19:1,126.67,14711
2026-01-29T19:2,126.585,5648
2026-01-29T19:3,126.9,5153
2026-01-29T19:4,126.21,7708
2026-01-29T19:5,126.48,9618
2026-01-29T20:0,125.61,6436
2026-01-29T20:1,125.96,11082
2026-01-29T20:2,126.01,5209
2026-01-29T20:3,125.5,5488
2026-01-29T20:4,125.79,6309
2026-01-29T20:5,125.88,25905
2026-01-30T14:3,117.94,40905
2026-01-30T14:4,120.285,33361
2026-01-30T14:5,119.135,12672
2026-01-30T15:0,118.3,15732
2026-01-30T15:1,119.22,21373
2026-01-30T15:2,119.94,8069
2026-01-30T15:3,119.65,17767
2026-01-30T15:4,119.725,21972
2026-01-30T15:5,119.135,8021
2026-01-30T16:0,118.23,15008
2026-01-30T16:1,117.63,11349
