157.15,199504
158.455,200973
156.62,217558
155.7,196690
156.39,185929
159.69,321330
150.63,298842
150.16,269157
150.93,226739
154.84,308670
157.19,584972
158.28,316735
154.035,399602
152.33,283880
154.355,206391
157.29,300507
159.73,383129
161.135,337887
163.065,298124
164.43,213204
164.705,183964
166.095,275851
167.47,427385
167.78,161106
166.7,175405
166.41,266860
167.53,244868
167.76,278392
160.445,532321
152.245,683727
138.73,609837
144.14,413674
134.49,633110
143.25,806879
135.445,622616
138.3,293699
134.63,279580
135.28,244312
136.755,232152
135.74,295891
135.13,232435
137.18,366844
137.92,269160
138.275,210080
138.93,225309
138.69,210235
138.03,410914
135.59,379656
138.305,345045
136.77,390334
136.57,289227
135.895,310621
136.685,190810
139.19,198212
142.735,307357
141.86,221318
141.93,170144
140.1,164796
142.705,150890
139.13,261198
138.32,203296
136.75,169708
134.84,191804
134.3,275912
137.18,208691
138.54,193464
136.315,172483
136.91,211252
138.455,210133
137.645,260141
139.42,290136
138.025,254835
138.155,175679
140.16,160027
142.22,222552
143.73,186537
143.685,148554
146.615,330781
145.65,291208
147.415,208132
149.17,223201
148.395,159449
151.69,245477
145.61,378851
143.32,123665
143.75,257439
144.275,200650
143.045,126019
143.285,211823
146.99,182605
147.77,173315
147.4,271942
147.42,276273
152.635,188008
152.5,185504
154.285,178771
154,276677
151.7,198281
151,200829
148.93,189754
151.53,1026993
151.35,723771
149.14,533910
150.905,607348
152.685,427568
155.73,225973
155.4,312581
156.44,220363
156.29,328016
152.33,321593
152.8,437601
151.08,265330
151.05,235402
154.18,206718
153.795,203794
153.8,212283
155.53,149674
153.55,188449
154.415,206672
155.51,174250
155.785,392282
156.18,244158
153.29,359761
152.09,300298
152.94,199938
155.955,498884
157.48,166363
157.165,216045
157.36,154496
159.08,197238
159.54,186357
160.46,184283
160.785,289008
157.92,182762
156.05,463582
154.01,278600
154.88,257623
155.37,281178
156.38,187695
158.845,140257
157.13,164450
158.25,184495
159.32,137097
160.03,116197
158.81,265220
155.61,158825
157.3,199014
158.405,201850
159.91,134958
160.57,195647
159.125,232882
154.65,322704
154.895,261880
154.145,386145
153.58,355661
153.94,181818
154.11,239579
154.65,293185
154.59,267271
150.68,327987
150,156960
149.84,174085
153.015,147325
152.185,132721
152.47,223302
153.55,146959
154.78,248051
154.65,222178
158.31,308410
157.36,125503
156.27,109970
154.9,165411
153.95,221368
154.365,383090
155.725,463691
157.41,325849
153.425,256928
153.675,134525
153.22,193981
153.425,200078
155.16,278004
156.98,188000
155.58,344133
154.19,220430
156.23,251723
157.175,183233
152.39,132824
151.07,144315
152.38,203764
150.435,364184
149.415,233926
148.895,254924
148.26,137227
149.315,79707
152.1,316885
151.965,265642
151.34,166420
151.96,149594
151.87,244911
148.96,212068
149.845,222675
149.175,250432
151.1,151374
151.405,108546
149.815,251752
148.5,214556
147.565,246749
148.915,174003
147.88,315856
148.85,210901
150.04,96325
150.295,35389
150.41,106623
151.075,105545
151.545,152592
152.41,103297
152.165,155677
165.16,739437
164.6,525143
158.005,461363
155.41,514352
160.555,463576
162.74,205269
163.54,372748
164.64,495632
165.56,273598
165.955,381772
167.24,479930
167.14,517861
165.95,421764
167.915,327996
168.23,305029
167.83,296300
169.94,526107
173.005,635920
172.615,1059716
173.2,556457
174.18,1114371
179.06,514784
179.75,630452
179.935,405849
181.05,315561
182.73,246366
183.94,383131
185.39,364880
182.65,375579
183.34,345375
183.11,281335
185.5,341954
184.66,297762
